Country,Year,Crop,Yield,Pesticides,Temperature,Pollution,Precipitation,Machinery
Moldova,1993,Corn,3.866,1.14,9.58,33.40584154,600.6993,0.99
Moldova,1993,Cassava,0,1.14,9.58,33.40584154,600.6993,0.99
Moldova,1993,Potato,10.216499,1.14,9.58,33.40584154,600.6993,0.99
Moldova,1993,Soybean,0.99429995,1.14,9.58,33.40584154,600.6993,0.99
Moldova,1993,Wheat,4.026,1.14,9.58,33.40584154,600.6993,0.99
Moldova,1993,Rice,0,1.14,9.58,33.40584154,600.6993,0.99
Moldova,1994,Corn,2.2205,1.17,11.13,32.89396133,452.93402,0.96
Moldova,1994,Cassava,0,1.17,11.13,32.89396133,452.93402,0.96
Moldova,1994,Potato,7.5520997,1.17,11.13,32.89396133,452.93402,0.96
Moldova,1994,Soybean,0.713,1.17,11.13,32.89396133,452.93402,0.96
Moldova,1994,Wheat,2.1929998,1.17,11.13,32.89396133,452.93402,0.96
Moldova,1994,Rice,0,1.17,11.13,32.89396133,452.93402,0.96
Moldova,1995,Corn,2.9757,1.19,10.16,32.34754138,642.44977,0.97
Moldova,1995,Cassava,0,1.19,10.16,32.34754138,642.44977,0.97
Moldova,1995,Potato,6.7639,1.19,10.16,32.34754138,642.44977,0.97
Moldova,1995,Soybean,0.8549,1.19,10.16,32.34754138,642.44977,0.97
Moldova,1995,Wheat,3.2426999,1.19,10.16,32.34754138,642.44977,0.97
Moldova,1995,Rice,0,1.19,10.16,32.34754138,642.44977,0.97
Moldova,1996,Corn,2.8987,1.22,9.63,31.74993542,731.88855,0.95
Moldova,1996,Cassava,0,1.22,9.63,31.74993542,731.88855,0.95
Moldova,1996,Potato,5.661,1.22,9.63,31.74993542,731.88855,0.95
Moldova,1996,Soybean,0.988,1.22,9.63,31.74993542,731.88855,0.95
Moldova,1996,Wheat,2.0592,1.22,9.63,31.74993542,731.88855,0.95
Moldova,1996,Rice,0,1.22,9.63,31.74993542,731.88855,0.95
Moldova,1997,Corn,3.9998,1.24,9.4,31.08498124,699.4826,0.92
Moldova,1997,Cassava,0,1.24,9.4,31.08498124,699.4826,0.92
Moldova,1997,Potato,6.3213,1.24,9.4,31.08498124,699.4826,0.92
Moldova,1997,Soybean,1.1851,1.24,9.4,31.08498124,699.4826,0.92
Moldova,1997,Wheat,3.2793999,1.24,9.4,31.08498124,699.4826,0.92
Moldova,1997,Rice,0,1.24,9.4,31.08498124,699.4826,0.92
Moldova,1998,Corn,3.1121,1.27,10.19,30.36006142,633.8199,0.90
Moldova,1998,Cassava,0,1.27,10.19,30.36006142,633.8199,0.90
Moldova,1998,Potato,6.009,1.27,10.19,30.36006142,633.8199,0.90
Moldova,1998,Soybean,0.94369996,1.27,10.19,30.36006142,633.8199,0.90
Moldova,1998,Wheat,2.6713998,1.27,10.19,30.36006142,633.8199,0.90
Moldova,1998,Rice,0,1.27,10.19,30.36006142,633.8199,0.90
Moldova,1999,Corn,2.8281999,1.29,11.19,29.58255854,604.2482,0.88
Moldova,1999,Cassava,0,1.29,11.19,29.58255854,604.2482,0.88
Moldova,1999,Potato,4.9579,1.29,11.19,29.58255854,604.2482,0.88
Moldova,1999,Soybean,0.8055,1.29,11.19,29.58255854,604.2482,0.88
Moldova,1999,Wheat,2.3423,1.29,11.19,29.58255854,604.2482,0.88
Moldova,1999,Rice,0,1.29,11.19,29.58255854,604.2482,0.88
Moldova,2000,Corn,2.3358,1.33,11.18,28.75985518,548.93896,0.90
Moldova,2000,Cassava,0,1.33,11.18,28.75985518,548.93896,0.90
Moldova,2000,Potato,5.0552998,1.33,11.18,28.75985518,548.93896,0.90
Moldova,2000,Soybean,1.005,1.33,11.18,28.75985518,548.93896,0.90
Moldova,2000,Wheat,1.9512,1.33,11.18,28.75985518,548.93896,0.90
Moldova,2000,Rice,0,1.33,11.18,28.75985518,548.93896,0.90
Moldova,2001,Corn,2.3713999,1.34,10.62,27.69582869,632.1048,0.89
Moldova,2001,Cassava,0,1.34,10.62,27.69582869,632.1048,0.89
Moldova,2001,Potato,9.021,1.34,10.62,27.69582869,632.1048,0.89
Moldova,2001,Soybean,1.0124999,1.34,10.62,27.69582869,632.1048,0.89
Moldova,2001,Wheat,2.7133,1.34,10.62,27.69582869,632.1048,0.89
Moldova,2001,Rice,0,1.34,10.62,27.69582869,632.1048,0.89
Moldova,2002,Corn,2.6720998,1.22,11.08,26.33698512,579.18353,0.87
Moldova,2002,Cassava,0,1.22,11.08,26.33698512,579.18353,0.87
Moldova,2002,Potato,7.2205997,1.22,11.08,26.33698512,579.18353,0.87
Moldova,2002,Soybean,1.234,1.22,11.08,26.33698512,579.18353,0.87
Moldova,2002,Wheat,2.5068,1.22,11.08,26.33698512,579.18353,0.87
Moldova,2002,Rice,0,1.22,11.08,26.33698512,579.18353,0.87
Moldova,2003,Corn,2.5551,1.27,10.02,24.90465009,491.07846,0.87
Moldova,2003,Cassava,0,1.27,10.02,24.90465009,491.07846,0.87
Moldova,2003,Potato,7.8697996,1.27,10.02,24.90465009,491.07846,0.87
Moldova,2003,Soybean,1.0644,1.27,10.02,24.90465009,491.07846,0.87
Moldova,2003,Wheat,2.5261,1.27,10.02,24.90465009,491.07846,0.87
Moldova,2003,Rice,0,1.27,10.02,24.90465009,491.07846,0.87
Moldova,2004,Corn,3.0711,1.36,10.52,23.62014921,582.9558,0.87
Moldova,2004,Cassava,0,1.36,10.52,23.62014921,582.9558,0.87
Moldova,2004,Potato,9.191999,1.36,10.52,23.62014921,582.9558,0.87
Moldova,2004,Soybean,1.4102,1.36,10.52,23.62014921,582.9558,0.87
Moldova,2004,Wheat,2.7386,1.36,10.52,23.62014921,582.9558,0.87
Moldova,2004,Rice,0,1.36,10.52,23.62014921,582.9558,0.87
Moldova,2005,Corn,3.2728,1.12,10.51,22.70480811,656.24243,0.8673339999999999
Moldova,2005,Cassava,0,1.12,10.51,22.70480811,656.24243,0.8673339999999999
Moldova,2005,Potato,10.544,1.12,10.51,22.70480811,656.24243,0.8673339999999999
Moldova,2005,Soybean,1.8108,1.12,10.51,22.70480811,656.24243,0.8673339999999999
Moldova,2005,Wheat,2.5988998,1.12,10.51,22.70480811,656.24243,0.8673339999999999
Moldova,2005,Rice,0,1.12,10.51,22.70480811,656.24243,0.8673339999999999
Moldova,2006,Corn,2.9059,1.16,10.26,22.04607134,542.2014,0.85
Moldova,2006,Cassava,0,1.16,10.26,22.04607134,542.2014,0.85
Moldova,2006,Potato,10.946199,1.16,10.26,22.04607134,542.2014,0.85
Moldova,2006,Soybean,1.4318999,1.16,10.26,22.04607134,542.2014,0.85
Moldova,2006,Wheat,2.3195999,1.16,10.26,22.04607134,542.2014,0.85
Moldova,2006,Rice,0,1.16,10.26,22.04607134,542.2014,0.85
Moldova,2007,Corn,3.0776,1.2,11.92,21.42512786,513.81146,0.83
Moldova,2007,Cassava,0,1.2,11.92,21.42512786,513.81146,0.83
Moldova,2007,Potato,5.679,1.2,11.92,21.42512786,513.81146,0.83
Moldova,2007,Soybean,1.0156,1.2,11.92,21.42512786,513.81146,0.83
Moldova,2007,Wheat,1.2925,1.2,11.92,21.42512786,513.81146,0.83
Moldova,2007,Rice,0,1.2,11.92,21.42512786,513.81146,0.83
Moldova,2008,Corn,3.4922,1.38,11.4,20.90391983,648.31067,0.8094410000000001
Moldova,2008,Cassava,0,1.38,11.4,20.90391983,648.31067,0.8094410000000001
Moldova,2008,Potato,8.691,1.38,11.4,20.90391983,648.31067,0.8094410000000001
Moldova,2008,Soybean,1.9836999,1.38,11.4,20.90391983,648.31067,0.8094410000000001
Moldova,2008,Wheat,3.1244,1.38,11.4,20.90391983,648.31067,0.8094410000000001
Moldova,2008,Rice,0,1.38,11.4,20.90391983,648.31067,0.8094410000000001
Moldova,2009,Corn,2.8897,1.09,11.45,20.5443894,446.12686,0.80
Moldova,2009,Cassava,0,1.09,11.45,20.5443894,446.12686,0.80
Moldova,2009,Potato,9.2813,1.09,11.45,20.5443894,446.12686,0.80
Moldova,2009,Soybean,1.1168,1.09,11.45,20.5443894,446.12686,0.80
Moldova,2009,Wheat,2.0988,1.09,11.45,20.5443894,446.12686,0.80
Moldova,2009,Rice,0,1.09,11.45,20.5443894,446.12686,0.80
Moldova,2010,Corn,3.454,1.17,10.89,20.40847874,744.6601,0.81
Moldova,2010,Cassava,0,1.17,10.89,20.40847874,744.6601,0.81
Moldova,2010,Potato,10.2114,1.17,10.89,20.40847874,744.6601,0.81
Moldova,2010,Soybean,1.9002,1.17,10.89,20.40847874,744.6601,0.81
Moldova,2010,Wheat,2.2872,1.17,10.89,20.40847874,744.6601,0.81
Moldova,2010,Rice,0,1.17,10.89,20.40847874,744.6601,0.81
Moldova,2011,Corn,3.2547998,1.16,10.63,20.71069661,428.2976,0.82
Moldova,2011,Cassava,0,1.16,10.63,20.71069661,428.2976,0.82
Moldova,2011,Potato,12.005799,1.16,10.63,20.71069661,428.2976,0.82
Moldova,2011,Soybean,1.3651999,1.16,10.63,20.71069661,428.2976,0.82
Moldova,2011,Wheat,2.6376,1.16,10.63,20.71069661,428.2976,0.82
Moldova,2011,Rice,0,1.16,10.63,20.71069661,428.2976,0.82
Moldova,2012,Corn,1.2264999,1.1,11.22,20.38358467,534.834,0.82
Moldova,2012,Cassava,0,1.1,11.22,20.38358467,534.834,0.82
Moldova,2012,Potato,7.4849,1.1,11.22,20.38358467,534.834,0.82
Moldova,2012,Soybean,0.8477,1.1,11.22,20.38358467,534.834,0.82
Moldova,2012,Wheat,1.576,1.1,11.22,20.38358467,534.834,0.82
Moldova,2012,Rice,0,1.1,11.22,20.38358467,534.834,0.82
Moldova,2013,Corn,3.1042,1.14,11.29,19.97948649,634.706,0.83
Moldova,2013,Cassava,0,1.14,11.29,19.97948649,634.706,0.83
Moldova,2013,Potato,10.070399,1.14,11.29,19.97948649,634.706,0.83
Moldova,2013,Soybean,1.662,1.14,11.29,19.97948649,634.706,0.83
Moldova,2013,Wheat,2.7551,1.14,11.29,19.97948649,634.706,0.83
Moldova,2013,Rice,0,1.14,11.29,19.97948649,634.706,0.83
Moldova,2014,Corn,3.3485,1.27,11.33,18.73711634,600.92194,0.83
Moldova,2014,Cassava,0,1.27,11.33,18.73711634,600.92194,0.83
Moldova,2014,Potato,11.780499,1.27,11.33,18.73711634,600.92194,0.83
Moldova,2014,Soybean,2.0699,1.27,11.33,18.73711634,600.92194,0.83
Moldova,2014,Wheat,3.1667,1.27,11.33,18.73711634,600.92194,0.83
Moldova,2014,Rice,0,1.27,11.33,18.73711634,600.92194,0.83
Moldova,2015,Corn,2.2047,1.39,11.94,18.14789892,477.55383,0.8308340000000001
Moldova,2015,Cassava,0,1.39,11.94,18.14789892,477.55383,0.8308340000000001
Moldova,2015,Potato,7.1503,1.39,11.94,18.14789892,477.55383,0.8308340000000001
Moldova,2015,Soybean,0.726,1.39,11.94,18.14789892,477.55383,0.8308340000000001
Moldova,2015,Wheat,2.6729,1.39,11.94,18.14789892,477.55383,0.8308340000000001
Moldova,2015,Rice,0,1.39,11.94,18.14789892,477.55383,0.8308340000000001
Moldova,2016,Corn,2.9880998,1.51,11.42,17.05611986,651.4671,0.84
Moldova,2016,Cassava,0,1.51,11.42,17.05611986,651.4671,0.84
Moldova,2016,Potato,10.4215,1.51,11.42,17.05611986,651.4671,0.84
Moldova,2016,Soybean,1.1719999,1.51,11.42,17.05611986,651.4671,0.84
Moldova,2016,Wheat,3.4868999,1.51,11.42,17.05611986,651.4671,0.84
Moldova,2016,Rice,0,1.51,11.42,17.05611986,651.4671,0.84
Moldova,2017,Corn,3.6959999,1.58,11.4,15.14239195,573.55286,0.85
Moldova,2017,Cassava,0,1.58,11.4,15.14239195,573.55286,0.85
Moldova,2017,Potato,10.0005,1.58,11.4,15.14239195,573.55286,0.85
Moldova,2017,Soybean,1.3973,1.58,11.4,15.14239195,573.55286,0.85
Moldova,2017,Wheat,3.7308998,1.58,11.4,15.14239195,573.55286,0.85
Moldova,2017,Rice,0,1.58,11.4,15.14239195,573.55286,0.85
Moldova,2018,Corn,4.2398,1.75,11.52,17.08079376,505.14203,0.88
Moldova,2018,Cassava,0,1.75,11.52,17.08079376,505.14203,0.88
Moldova,2018,Potato,9.2248,1.75,11.52,17.08079376,505.14203,0.88
Moldova,2018,Soybean,2.1246,1.75,11.52,17.08079376,505.14203,0.88
Moldova,2018,Wheat,3.1251,1.75,11.52,17.08079376,505.14203,0.88
Moldova,2018,Rice,0,1.75,11.52,17.08079376,505.14203,0.88
Moldova,2019,Corn,4.3255,1.76,12.39,15.77281701,450.01,0.89
Moldova,2019,Cassava,0,1.76,12.39,15.77281701,450.01,0.89
Moldova,2019,Potato,9.771299,1.76,12.39,15.77281701,450.01,0.89
Moldova,2019,Soybean,1.7326,1.76,12.39,15.77281701,450.01,0.89
Moldova,2019,Wheat,3.2596,1.76,12.39,15.77281701,450.01,0.89
Moldova,2019,Rice,0,1.76,12.39,15.77281701,450.01,0.89
Moldova,2020,Corn,1.8672999,1.74,12.43,14.7583463,481.91583,0.00
Moldova,2020,Cassava,0,1.74,12.43,14.7583463,481.91583,0.00
Moldova,2020,Potato,7.6288,1.74,12.43,14.7583463,481.91583,0.00
Moldova,2020,Soybean,1.2602,1.74,12.43,14.7583463,481.91583,0.00
Moldova,2020,Wheat,1.897,1.74,12.43,14.7583463,481.91583,0.00
Moldova,2020,Rice,0,1.74,12.43,14.7583463,481.91583,0.00
Mongolia,1990,Corn,0,0.08,0.9,19.90871319,349.09424,0.06
Mongolia,1990,Cassava,0,0.08,0.9,19.90871319,349.09424,0.06
Mongolia,1990,Potato,10.746699,0.08,0.9,19.90871319,349.09424,0.06
Mongolia,1990,Soybean,0,0.08,0.9,19.90871319,349.09424,0.06
Mongolia,1990,Wheat,1.1187,0.08,0.9,19.90871319,349.09424,0.06
Mongolia,1990,Rice,0,0.08,0.9,19.90871319,349.09424,0.06
Mongolia,1991,Corn,0,0.08,0.26,19.84150768,299.23688,0.05
Mongolia,1991,Cassava,0,0.08,0.26,19.84150768,299.23688,0.05
Mongolia,1991,Potato,8.8636,0.08,0.26,19.84150768,299.23688,0.05
Mongolia,1991,Soybean,0,0.08,0.26,19.84150768,299.23688,0.05
Mongolia,1991,Wheat,1.0145,0.08,0.26,19.84150768,299.23688,0.05
Mongolia,1991,Rice,0,0.08,0.26,19.84150768,299.23688,0.05
Mongolia,1992,Corn,0,0.08,0.41,19.81809441,288.55728,0.05
Mongolia,1992,Cassava,0,0.08,0.41,19.81809441,288.55728,0.05
Mongolia,1992,Potato,9.023,0.08,0.41,19.81809441,288.55728,0.05
Mongolia,1992,Soybean,0,0.08,0.41,19.81809441,288.55728,0.05
Mongolia,1992,Wheat,0.86109996,0.08,0.41,19.81809441,288.55728,0.05
Mongolia,1992,Rice,0,0.08,0.41,19.81809441,288.55728,0.05
Mongolia,1993,Corn,0,0.09,0.03,19.83636901,342.5489,0.044700000000000004
Mongolia,1993,Cassava,0,0.09,0.03,19.83636901,342.5489,0.044700000000000004
Mongolia,1993,Potato,6.7528,0.09,0.03,19.83636901,342.5489,0.044700000000000004
Mongolia,1993,Soybean,0,0.09,0.03,19.83636901,342.5489,0.044700000000000004
Mongolia,1993,Wheat,0.90379995,0.09,0.03,19.83636901,342.5489,0.044700000000000004
Mongolia,1993,Rice,0,0.09,0.03,19.83636901,342.5489,0.044700000000000004
Mongolia,1994,Corn,0,0.09,1,19.89422713,335.0086,0.04
Mongolia,1994,Cassava,0,0.09,1,19.89422713,335.0086,0.04
Mongolia,1994,Potato,6.9231,0.09,1,19.89422713,335.0086,0.04
Mongolia,1994,Soybean,0,0.09,1,19.89422713,335.0086,0.04
Mongolia,1994,Wheat,0.7495,0.09,1,19.89422713,335.0086,0.04
Mongolia,1994,Rice,0,0.09,1,19.89422713,335.0086,0.04
Mongolia,1995,Corn,0,0.09,1.2,19.98956441,263.90527,0.04
Mongolia,1995,Cassava,0,0.09,1.2,19.98956441,263.90527,0.04
Mongolia,1995,Potato,8.349,0.09,1.2,19.98956441,263.90527,0.04
Mongolia,1995,Soybean,0,0.09,1.2,19.98956441,263.90527,0.04
Mongolia,1995,Wheat,0.7366,0.09,1.2,19.98956441,263.90527,0.04
Mongolia,1995,Rice,0,0.09,1.2,19.98956441,263.90527,0.04
Mongolia,1996,Corn,0,0.09,0.15,20.19862718,268.20358,0.04
Mongolia,1996,Cassava,0,0.09,0.15,20.19862718,268.20358,0.04
Mongolia,1996,Potato,6.6380997,0.09,0.15,20.19862718,268.20358,0.04
Mongolia,1996,Soybean,0,0.09,0.15,20.19862718,268.20358,0.04
Mongolia,1996,Wheat,0.66279995,0.09,0.15,20.19862718,268.20358,0.04
Mongolia,1996,Rice,0,0.09,0.15,20.19862718,268.20358,0.04
Mongolia,1997,Corn,0,0.09,1.26,20.53704546,272.03607,0.03
Mongolia,1997,Cassava,0,0.09,1.26,20.53704546,272.03607,0.03
Mongolia,1997,Potato,8.2881,0.09,1.26,20.53704546,272.03607,0.03
Mongolia,1997,Soybean,0,0.09,1.26,20.53704546,272.03607,0.03
Mongolia,1997,Wheat,0.7614,0.09,1.26,20.53704546,272.03607,0.03
Mongolia,1997,Rice,0,0.09,1.26,20.53704546,272.03607,0.03
Mongolia,1998,Corn,0,0.09,1.91,20.91179037,328.37003,0.03
Mongolia,1998,Cassava,0,0.09,1.91,20.91179037,328.37003,0.03
Mongolia,1998,Potato,8.027599,0.09,1.91,20.91179037,328.37003,0.03
Mongolia,1998,Soybean,0,0.09,1.91,20.91179037,328.37003,0.03
Mongolia,1998,Wheat,0.6371,0.09,1.91,20.91179037,328.37003,0.03
Mongolia,1998,Rice,0,0.09,1.91,20.91179037,328.37003,0.03
Mongolia,1999,Corn,0,0.1,1.45,21.22983304,269.85815,0.03
Mongolia,1999,Cassava,0,0.1,1.45,21.22983304,269.85815,0.03
Mongolia,1999,Potato,7.2823997,0.1,1.45,21.22983304,269.85815,0.03
Mongolia,1999,Soybean,0,0.1,1.45,21.22983304,269.85815,0.03
Mongolia,1999,Wheat,0.61039996,0.1,1.45,21.22983304,269.85815,0.03
Mongolia,1999,Rice,0,0.1,1.45,21.22983304,269.85815,0.03
Mongolia,2000,Corn,0,0.1,0.52,21.39814461,253.98212,0.02
Mongolia,2000,Cassava,0,0.1,0.52,21.39814461,253.98212,0.02
Mongolia,2000,Potato,7.4726996,0.1,0.52,21.39814461,253.98212,0.02
Mongolia,2000,Soybean,0,0.1,0.52,21.39814461,253.98212,0.02
Mongolia,2000,Wheat,0.7768,0.1,0.52,21.39814461,253.98212,0.02
Mongolia,2000,Rice,0,0.1,0.52,21.39814461,253.98212,0.02
Mongolia,2001,Corn,0,0.1,1.13,21.36892324,234.39247,0.02
Mongolia,2001,Cassava,0,0.1,1.13,21.36892324,234.39247,0.02
Mongolia,2001,Potato,6.5506997,0.1,1.13,21.36892324,234.39247,0.02
Mongolia,2001,Soybean,0,0.1,1.13,21.36892324,234.39247,0.02
Mongolia,2001,Wheat,0.71999997,0.1,1.13,21.36892324,234.39247,0.02
Mongolia,2001,Rice,0,0.1,1.13,21.36892324,234.39247,0.02
Mongolia,2002,Corn,0,0.1,1.53,21.21574657,235.91438,0.02
Mongolia,2002,Cassava,0,0.1,1.53,21.21574657,235.91438,0.02
Mongolia,2002,Potato,5.0706997,0.1,1.53,21.21574657,235.91438,0.02
Mongolia,2002,Soybean,0,0.1,1.53,21.21574657,235.91438,0.02
Mongolia,2002,Wheat,0.5898,0.1,1.53,21.21574657,235.91438,0.02
Mongolia,2002,Rice,0,0.1,1.53,21.21574657,235.91438,0.02
Mongolia,2003,Corn,0,0.1,0.52,21.02765499,316.1246,0.03
Mongolia,2003,Cassava,0,0.1,0.52,21.02765499,316.1246,0.03
Mongolia,2003,Potato,9.3425,0.1,0.52,21.02765499,316.1246,0.03
Mongolia,2003,Soybean,0,0.1,0.52,21.02765499,316.1246,0.03
Mongolia,2003,Wheat,0.79139996,0.1,0.52,21.02765499,316.1246,0.03
Mongolia,2003,Rice,0,0.1,0.52,21.02765499,316.1246,0.03
Mongolia,2004,Corn,0,0.1,1.5,20.89368886,234.58362,0.02
Mongolia,2004,Cassava,0,0.1,1.5,20.89368886,234.58362,0.02
Mongolia,2004,Potato,8.8327,0.1,1.5,20.89368886,234.58362,0.02
Mongolia,2004,Soybean,0,0.1,1.5,20.89368886,234.58362,0.02
Mongolia,2004,Wheat,0.80719995,0.1,1.5,20.89368886,234.58362,0.02
Mongolia,2004,Rice,0,0.1,1.5,20.89368886,234.58362,0.02
Mongolia,2005,Corn,0,0.1,0.22,20.90288857,228.08565,0.022799999999999997
Mongolia,2005,Cassava,0,0.1,0.22,20.90288857,228.08565,0.022799999999999997
Mongolia,2005,Potato,8.4801,0.1,0.22,20.90288857,228.08565,0.022799999999999997
Mongolia,2005,Soybean,0,0.1,0.22,20.90288857,228.08565,0.022799999999999997
Mongolia,2005,Wheat,0.4775,0.1,0.22,20.90288857,228.08565,0.022799999999999997
Mongolia,2005,Rice,0,0.1,0.22,20.90288857,228.08565,0.022799999999999997
Mongolia,2006,Corn,0,0.1,1.37,21.25740732,228.83926,0.02
Mongolia,2006,Cassava,0,0.1,1.37,21.25740732,228.83926,0.02
Mongolia,2006,Potato,10.171599,0.1,1.37,21.25740732,228.83926,0.02
Mongolia,2006,Soybean,0,0.1,1.37,21.25740732,228.83926,0.02
Mongolia,2006,Wheat,1.083,0.1,1.37,21.25740732,228.83926,0.02
Mongolia,2006,Rice,0,0.1,1.37,21.25740732,228.83926,0.02
Mongolia,2007,Corn,0,0.1,2.64,22.11441473,229.89476,0.02
Mongolia,2007,Cassava,0,0.1,2.64,22.11441473,229.89476,0.02
Mongolia,2007,Potato,9.9887,0.1,2.64,22.11441473,229.89476,0.02
Mongolia,2007,Soybean,0,0.1,2.64,22.11441473,229.89476,0.02
Mongolia,2007,Wheat,0.9392,0.1,2.64,22.11441473,229.89476,0.02
Mongolia,2007,Rice,0,0.1,2.64,22.11441473,229.89476,0.02
Mongolia,2008,Corn,0,0.1,1.54,23.49547583,252.68694,0.02
Mongolia,2008,Cassava,0,0.1,1.54,23.49547583,252.68694,0.02
Mongolia,2008,Potato,10.965199,0.1,1.54,23.49547583,252.68694,0.02
Mongolia,2008,Soybean,0,0.1,1.54,23.49547583,252.68694,0.02
Mongolia,2008,Wheat,1.3987,0.1,1.54,23.49547583,252.68694,0.02
Mongolia,2008,Rice,0,0.1,1.54,23.49547583,252.68694,0.02
Mongolia,2009,Corn,0,0.09,0.97,25.42215561,221.21938,0.02
Mongolia,2009,Cassava,0,0.09,0.97,25.42215561,221.21938,0.02
Mongolia,2009,Potato,11.1800995,0.09,0.97,25.42215561,221.21938,0.02
Mongolia,2009,Soybean,0,0.09,0.97,25.42215561,221.21938,0.02
Mongolia,2009,Wheat,1.5593,0.09,0.97,25.42215561,221.21938,0.02
Mongolia,2009,Rice,0,0.09,0.97,25.42215561,221.21938,0.02
Mongolia,2010,Corn,0,0.09,-0.12,27.9160191,251.05511,0.02
Mongolia,2010,Cassava,0,0.09,-0.12,27.9160191,251.05511,0.02
Mongolia,2010,Potato,12.1584,0.09,-0.12,27.9160191,251.05511,0.02
Mongolia,2010,Soybean,0,0.09,-0.12,27.9160191,251.05511,0.02
Mongolia,2010,Wheat,1.3805,0.09,-0.12,27.9160191,251.05511,0.02
Mongolia,2010,Rice,0,0.09,-0.12,27.9160191,251.05511,0.02
Mongolia,2011,Corn,0,0.09,0.3,35.8767855,238.64047,0.019700000000000002
Mongolia,2011,Cassava,0,0.09,0.3,35.8767855,238.64047,0.019700000000000002
Mongolia,2011,Potato,13.113899,0.09,0.3,35.8767855,238.64047,0.019700000000000002
Mongolia,2011,Soybean,0,0.09,0.3,35.8767855,238.64047,0.019700000000000002
Mongolia,2011,Wheat,1.4961,0.09,0.3,35.8767855,238.64047,0.019700000000000002
Mongolia,2011,Rice,0,0.09,0.3,35.8767855,238.64047,0.019700000000000002
Mongolia,2012,Corn,0,0.09,-0.37,38.23185898,278.34467,0.02
Mongolia,2012,Cassava,0,0.09,-0.37,38.23185898,278.34467,0.02
Mongolia,2012,Potato,14.6207,0.09,-0.37,38.23185898,278.34467,0.02
Mongolia,2012,Soybean,0,0.09,-0.37,38.23185898,278.34467,0.02
Mongolia,2012,Wheat,1.5649999,0.09,-0.37,38.23185898,278.34467,0.02
Mongolia,2012,Rice,0,0.09,-0.37,38.23185898,278.34467,0.02
Mongolia,2013,Corn,0,0.09,1.31,36.11908619,255.78621,0.02
Mongolia,2013,Cassava,0,0.09,1.31,36.11908619,255.78621,0.02
Mongolia,2013,Potato,12.3601,0.09,1.31,36.11908619,255.78621,0.02
Mongolia,2013,Soybean,0,0.09,1.31,36.11908619,255.78621,0.02
Mongolia,2013,Wheat,1.3369,0.09,1.31,36.11908619,255.78621,0.02
Mongolia,2013,Rice,0,0.09,1.31,36.11908619,255.78621,0.02
Mongolia,2014,Corn,0,0.09,1.61,32.63102145,236.71332,0.03
Mongolia,2014,Cassava,0,0.09,1.61,32.63102145,236.71332,0.03
Mongolia,2014,Potato,12.2294,0.09,1.61,32.63102145,236.71332,0.03
Mongolia,2014,Soybean,0,0.09,1.61,32.63102145,236.71332,0.03
Mongolia,2014,Wheat,1.698,0.09,1.61,32.63102145,236.71332,0.03
Mongolia,2014,Rice,0,0.09,1.61,32.63102145,236.71332,0.03
Mongolia,2015,Corn,0,0.09,1.98,33.60181626,249.63542,0.03
Mongolia,2015,Cassava,0,0.09,1.98,33.60181626,249.63542,0.03
Mongolia,2015,Potato,12.755,0.09,1.98,33.60181626,249.63542,0.03
Mongolia,2015,Soybean,0,0.09,1.98,33.60181626,249.63542,0.03
Mongolia,2015,Wheat,0.5717,0.09,1.98,33.60181626,249.63542,0.03
Mongolia,2015,Rice,0,0.09,1.98,33.60181626,249.63542,0.03
Mongolia,2016,Corn,0,0.09,1.02,34.39485077,293.49603,0.03
Mongolia,2016,Cassava,0,0.09,1.02,34.39485077,293.49603,0.03
Mongolia,2016,Potato,11.0041,0.09,1.02,34.39485077,293.49603,0.03
Mongolia,2016,Soybean,0,0.09,1.02,34.39485077,293.49603,0.03
Mongolia,2016,Wheat,1.3154,0.09,1.02,34.39485077,293.49603,0.03
Mongolia,2016,Rice,0,0.09,1.02,34.39485077,293.49603,0.03
Mongolia,2017,Corn,0,0.09,2.17,31.40669659,211.93233,0.03
Mongolia,2017,Cassava,0,0.09,2.17,31.40669659,211.93233,0.03
Mongolia,2017,Potato,9.3323,0.09,2.17,31.40669659,211.93233,0.03
Mongolia,2017,Soybean,0,0.09,2.17,31.40669659,211.93233,0.03
Mongolia,2017,Wheat,0.8538,0.09,2.17,31.40669659,211.93233,0.03
Mongolia,2017,Rice,0,0.09,2.17,31.40669659,211.93233,0.03
Mongolia,2018,Corn,0,0.09,1.47,30.34078904,287.1573,0.03
Mongolia,2018,Cassava,0,0.09,1.47,30.34078904,287.1573,0.03
Mongolia,2018,Potato,13.219399,0.09,1.47,30.34078904,287.1573,0.03
Mongolia,2018,Soybean,0,0.09,1.47,30.34078904,287.1573,0.03
Mongolia,2018,Wheat,1.4164,0.09,1.47,30.34078904,287.1573,0.03
Mongolia,2018,Rice,0,0.09,1.47,30.34078904,287.1573,0.03
Mongolia,2019,Corn,0,0.09,1.64,31.0839272,250.53543,0.030800000000000004
Mongolia,2019,Cassava,0,0.09,1.64,31.0839272,250.53543,0.030800000000000004
Mongolia,2019,Potato,11.285299,0.09,1.64,31.0839272,250.53543,0.030800000000000004
Mongolia,2019,Soybean,0,0.09,1.64,31.0839272,250.53543,0.030800000000000004
Mongolia,2019,Wheat,1.2815,0.09,1.64,31.0839272,250.53543,0.030800000000000004
Mongolia,2019,Rice,0,0.09,1.64,31.0839272,250.53543,0.030800000000000004
